Date,91_days,181_days,273_days,364_days,3_year,5_year,7_year,10_year,15_year,base_rate,lending_margin,interbank_rate,inflation,lending_rate,reserve,mpc,10_year_minus_91_days,10_year_minus_3_year,real_rate
01-Jan-10,5.2802,9.65,12.05,12.52,15.82,17.07,17.9,18.9,18.9,22.69,6.5,4.17,9.4,29.19,5,lower,13.6198,3.08,19.79
08-Jan-10,4.9863,8.98,11.02,11.51,15.82,17.07,17.9,18.9,18.9,22.67,6.5,4.2,9.4,29.17,5,lower,13.9137,3.08,19.77
15-Jan-10,5.1366,7.96,10.37,11.04,15.82,17.07,17.9,18.9,18.9,22.65,6.5,4.44,9.4,29.15,5,lower,13.7634,3.08,19.75
22-Jan-10,4.9168,7.46,10.67,11.7,15.82,17.07,17.9,18.9,18.9,22.67,6.5,4.58,9.4,29.17,5,hold,13.9832,3.08,19.77
29-Jan-10,6.4268,7.46,10.67,11.7,14.28,17.34,17.9,18.9,18.9,22.67,6.5,4.58,9.4,29.17,5,hold,12.4732,4.62,19.77
05-Feb-10,6.3659,7.69,9.91,10.58,14.28,17.34,17.9,18.9,18.9,22.65,6.5,2.42,9.2,29.15,5,lower,12.5341,4.62,19.95
12-Feb-10,5.6479,7.04,10.41,11.42,14.28,17.34,17.9,18.9,18.9,22.64,6.5,2.36,9.2,29.14,5,lower,13.2521,4.62,19.94
19-Feb-10,4.9666,6.77,9.2,9.91,14.28,17.34,17.9,18.9,18.9,22.62,6.5,2.04,9.2,29.12,5,lower,13.9334,4.62,19.92
26-Feb-10,3.9735,7.36,8.47,9.09,12.05,15.35,16.81,18.32,18.65,22.64,6.5,2.07,9.2,29.14,5,hold,14.3465,6.27,19.94
05-Mar-10,3.2108,6.67,8.35,8.9,12.05,15.35,16.81,18.32,18.65,22.64,6.5,2,10,29.14,5,hold,15.1092,6.27,19.14
12-Mar-10,2.9275,6.04,7.56,8.26,12.05,15.35,16.81,18.32,18.65,22.64,6.5,1.59,10,29.14,5,hold,15.3925,6.27,19.14
19-Mar-10,1.9965,5.26,6.66,7.96,12.05,15.35,16.81,18.32,18.65,22.59,6.5,1.66,10,29.09,5,lower,16.3235,6.27,19.09
26-Mar-10,1.9647,4.81,6.09,7,9.5,12.33,16.81,18.32,18.65,22.58,6.5,1.57,10,29.08,5,lower,16.3553,8.82,19.08
02-Apr-10,1.9408,4.21,5.63,6.2,9.5,12.33,16.81,18.32,18.65,22.16,6.5,1.81,9.5,28.66,5,lower,16.3792,8.82,19.16
09-Apr-10,1.8343,3.77,4.73,5.42,9.5,12.33,16.81,18.32,18.65,21.53,6.5,1.79,9.5,28.03,5,lower,16.4857,8.82,18.53
16-Apr-10,1.6823,2.96,3.43,4.33,7.6,9.08,16.81,18.32,18.65,21.34,6.5,1.61,9.5,27.84,5,lower,16.6377,10.72,18.34
23-Apr-10,2.2774,2.96,2.93,5.04,7.6,9.08,16.81,18.32,18.65,21.34,6.5,1.64,9.5,27.84,5,hold,16.0426,10.72,18.34
30-Apr-10,1.9779,2.6,2.7,4.86,7.6,9.08,16.81,18.32,18.65,21.34,6.5,1.49,9.5,27.84,5,hold,16.3421,10.72,18.34
07-May-10,2.756,2.47,2.68,4.2,9.5,9.49,14.72,15.69,16.23,21.21,6.5,1.64,8.9,27.71,5,lower,12.934,6.19,18.81
14-May-10,3.6116,2.46,2.55,4.17,9.5,9.49,14.72,15.69,16.23,21.44,7,1.57,8.9,28.44,5,raise,12.0784,6.19,19.54
21-May-10,3.9543,2.58,2.63,4.74,9.5,9.49,14.72,15.69,16.23,21.33,7,1.49,8.9,28.33,5,lower,11.7357,6.19,19.43
28-May-10,4.3047,2.37,2.68,4.24,9.5,9.49,14.72,15.69,16.23,21.33,7,1.5,8.9,28.33,5,hold,11.3853,6.19,19.43
04-Jun-10,4.4774,3.32,3.16,5.02,10.81,9.49,14.72,15.69,16.23,21.32,7,1.48,7.9,28.32,5,lower,11.2126,4.88,20.42
11-Jun-10,4.4979,4.11,4.59,5.49,10.81,9.49,14.72,15.69,16.23,21.32,7,1.49,7.9,28.32,5,hold,11.1921,4.88,20.42
18-Jun-10,4.5567,4.06,4.86,6.13,10.81,9.49,14.72,15.69,16.23,20.68,7,1.49,7.9,27.68,5,lower,11.1333,4.88,19.78
25-Jun-10,4.8567,4,5.2,6.32,10.81,9.49,14.72,15.69,16.23,20.67,7,1.49,7.9,27.67,5,lower,10.8333,4.88,19.77
02-Jul-10,4.8927,5.23,5.2,6.56,11.96,11,14.72,15.69,16.23,20.68,7,1.82,7.9,27.68,5,raise,10.7973,3.73,19.78
09-Jul-10,4.7518,6,5.75,6.77,11.96,11,14.72,15.69,16.23,20.67,7,1.79,7.9,27.67,5,lower,10.9382,3.73,19.77
16-Jul-10,4.8718,5.94,6.3,6.64,11.96,11,14.72,15.69,16.23,20.67,7,1.64,7.9,27.67,5,hold,10.8182,3.73,19.77
23-Jul-10,4.9011,5.99,6.57,6.66,11.96,11,14.72,15.69,16.23,20.55,7,1.75,7.9,27.55,5,lower,10.7889,3.73,19.65
30-Jul-10,4.8749,5.95,6.6,6.89,11.96,11,14.72,15.69,16.23,20.55,7,1.73,7.9,27.55,5,hold,10.8151,3.73,19.65
06-Aug-10,5.1707,5.81,6.64,7.23,11.88,12.36,13.92,14,15.08,20.1,7,1.71,7.7,27.1,5,lower,8.8293,2.12,19.4
13-Aug-10,5.5422,6.38,6.56,7.3,11.88,12.36,13.92,14,15.08,20.11,7,1.67,7.7,27.11,5,raise,8.4578,2.12,19.41
20-Aug-10,5.4435,7.04,7.23,7.57,11.88,12.36,13.92,14,15.08,20.1,7,1.8,7.7,27.1,5,lower,8.5565,2.12,19.4
27-Aug-10,5.5622,7.37,7.92,8.49,11.88,12.36,13.92,14,15.08,20.08,7,1.97,7.7,27.08,5,lower,8.4378,2.12,19.38
03-Sep-10,5.56,7.37,8.5,8.86,10.98,13.12,13.92,14,15.08,19.79,7,1.92,7.8,26.79,5,lower,8.44,3.02,18.99
10-Sep-10,5.597,7.75,8.27,8.27,10.98,13.12,13.92,14,15.08,19.8,7,1.76,7.8,26.8,5,raise,8.403,3.02,19
17-Sep-10,5.5863,7.75,8.27,8.17,10.98,13.12,13.92,14,15.08,19.8,7,2.07,7.8,26.8,5,hold,8.4137,3.02,19
24-Sep-10,5.6314,7.72,7.88,8.1,10.98,13.12,13.92,14,15.08,19.88,7,2,7.8,26.88,5,raise,8.3686,3.02,19.08
01-Oct-10,5.6974,7.55,7.58,8.1,9,12.89,13.92,14,15.08,19.62,7,2.64,6.9,26.62,5,lower,8.3026,5,19.72
08-Oct-10,5.7426,7.49,7.44,8.08,9,12.89,13.92,14,15.08,19.62,7,2.64,6.9,26.62,5,hold,8.2574,5,19.72
15-Oct-10,5.2942,7.49,7.44,8.07,9,12.89,13.92,14,15.08,19.61,7,1.82,6.9,26.61,5,lower,8.7058,5,19.71
22-Oct-10,4.8105,7.52,7.39,8.22,9,12.89,13.92,14,15.08,19.62,7,1.87,6.9,26.62,5,raise,9.1895,5,19.72
29-Oct-10,3.832,7.69,8.2,8.16,9,12.89,13.92,14,15.08,19.64,7,1.77,6.9,26.64,5,raise,10.168,5,19.74
05-Nov-10,3.5169,8.46,8.46,8.61,8.99,12.52,13.98,15.01,15.49,19.63,7,1.83,6.6,26.63,5,lower,11.4931,6.02,20.03
12-Nov-10,3.4559,7.86,8.7,9.62,8.99,12.52,13.98,15.01,15.49,19.6,7,1.93,6.6,26.6,5,raise,11.5541,6.02,20
19-Nov-10,3.8024,6.79,7.7,8.18,8.99,12.52,13.98,15.01,15.49,19.59,7,2.21,6.6,26.59,5,lower,11.2076,6.02,19.99
26-Nov-10,4.5001,5.14,7.15,7.78,8.99,12.52,13.98,15.01,15.49,19.59,7,2.45,6.6,26.59,5,hold,10.5099,6.02,19.99
03-Dec-10,5.0473,4.66,6.74,6.93,8.99,12.52,13.98,15.01,15.49,19.36,7,2.58,6.5,26.36,5,lower,9.9627,6.02,19.86
10-Dec-10,5.7953,4.75,7.03,7,8.99,12.52,13.98,15.01,15.49,19.35,7,2.34,6.5,26.35,5,lower,9.2147,6.02,19.85
17-Dec-10,5.8288,4.57,7,7.37,8.99,12.52,13.98,15.01,15.49,19.36,7,2.47,6.5,26.35,5,raise,9.1812,6.02,19.85
24-Dec-10,7.1287,5.99,7,8,8.99,12.52,13.98,15.01,15.49,19.36,7,8.52,6.5,26.35,5,hold,7.8813,6.02,19.85
31-Dec-10,7.5369,6.44,7.52,8.6,8.99,12.52,13.98,15.01,15.49,19.37,7,6.18,6.5,26.35,5,raise,7.4731,6.02,19.85
07-Jan-11,7.6579,7.61,7.87,8.79,11.07,12.87,13.98,15.01,15.49,19.37,7,3.13,6.3,26.37,5,hold,7.3521,3.94,20.07
14-Jan-11,7.2718,7.81,7.88,8.68,11.07,12.87,13.98,15.01,15.49,19.09,7,1.74,6.3,26.09,5,lower,7.7382,3.94,19.79
21-Jan-11,6.7591,7.95,8.67,9.09,11.07,12.87,13.98,15.01,15.49,19.09,7,1.72,6.3,26.09,5,hold,8.2509,3.94,19.79
28-Jan-11,5.2732,7.96,8.2,9.59,11.07,12.87,13.98,15.01,15.49,19.09,7,1.68,6.3,26.09,5,hold,9.7368,3.94,19.79
04-Feb-11,3.5131,8.3,8.71,9.81,11.07,12.87,13.98,15.01,15.49,19.09,7,1.48,6.5,26.09,5,hold,11.4969,3.94,19.59
11-Feb-11,4.4282,7.89,8.17,9.11,11.07,12.87,13.98,15.01,15.49,19.09,7,1.42,6.5,26.09,5,hold,10.5818,3.94,19.59
18-Feb-11,4.3256,7.28,7.78,8.33,11.07,12.87,13.98,15.01,15.49,19.09,7,1.57,6.5,26.09,5,hold,10.6844,3.94,19.59
25-Feb-11,4.497,6.71,7.25,7.89,11.07,12.87,13.98,15.01,15.49,19.08,7,1.74,6.5,26.08,5,lower,10.513,3.94,19.58
04-Mar-11,5.3393,5.98,6.18,7.31,11.65,13.31,14.28,15.4,16.95,19.08,7,2.3,6.6,26.08,5,hold,10.0607,3.75,19.48
11-Mar-11,5.8367,5.49,6.37,7.08,11.65,13.31,14.28,15.4,16.95,19.1,7,2.3,6.6,26.1,5,raise,9.5633,3.75,19.5
18-Mar-11,5.9998,5.99,6.96,7.55,11.02,13.8,14.28,15.4,16.95,19.1,7,2.84,6.6,26.1,5,hold,9.4002,4.38,19.5
25-Mar-11,5.8878,7.25,7.38,7.89,11.02,13.8,14.28,15.4,16.95,19.1,7,2.76,6.6,26.1,5,hold,9.5122,4.38,19.5
01-Apr-11,6.5,7.48,8.35,9.78,11.95,14.87,14.28,15.4,16.95,19.1,7,2.66,6.3,26.1,5,hold,8.9,3.45,19.8
08-Apr-11,6.494,7.5,8.99,9.76,11.95,14.87,14.28,15.4,16.95,19.1,7,2.54,6.3,26.1,5,hold,8.906,3.45,19.8
15-Apr-11,5.9758,7.98,9.37,9.75,11.95,14.87,14.28,15.4,16.95,19.1,7,2.59,6.3,26.1,5,hold,9.4242,3.45,19.8
22-Apr-11,5.7971,9.24,10.05,9.79,11.95,14.87,14.28,15.4,16.95,19.1,7,2.59,6.3,26.1,5,hold,9.6029,3.45,19.8
29-Apr-11,5.7214,9.13,9.54,9.72,11.95,14.87,14.28,15.4,16.95,19.1,7,2.59,6.3,26.1,5,hold,9.6786,3.45,19.8
06-May-11,5.8198,8.5,8.91,9.25,12.08,16.23,14.28,15.4,16.82,19.1,7,2.59,6.3,26.1,5,hold,9.5802,3.32,19.8
13-May-11,5.9773,8.11,8.46,9.09,12.08,16.23,14.28,15.4,16.82,19.1,7,2.59,6.3,26.1,5,hold,9.4227,3.32,19.8
20-May-11,5.7001,8.11,8.69,9.31,12.08,16.23,14.28,15.4,16.82,19.1,7,2.59,6.3,26.1,5,hold,9.6999,3.32,19.8
27-May-11,5.6656,8.08,8.48,9.85,12.08,16.23,14.28,15.4,16.82,19.09,7,3.32,6.3,26.09,5,lower,9.7344,3.32,19.79
03-Jun-11,5.4988,8.25,7.27,9.47,12.48,16.46,14.28,15.4,16.82,18.93,7,2.81,6.1,25.93,5,lower,9.9012,2.92,19.83
10-Jun-11,5.9204,8.18,8.12,9.69,12.48,16.46,14.28,15.4,16.82,18.99,7,2.96,6.1,25.99,5,raise,9.4796,2.92,19.89
17-Jun-11,6.1147,8.78,8.88,9.91,12.48,16.46,14.28,15.4,16.82,18.99,7,3.36,6.1,25.99,5,hold,9.2853,2.92,19.89
24-Jun-11,6.4232,9.23,9.99,10.27,12.48,16.46,14.28,15.4,16.82,19.01,7,4.05,6.1,26.01,5,raise,8.9768,2.92,19.91
01-Jul-11,6.7153,9,10,10.15,10,16.96,14.28,15.4,16.82,19.01,7,3.76,6.9,26.01,5,hold,8.6847,5.4,19.11
08-Jul-11,6.7153,9.86,10.23,10.42,10,16.96,14.28,15.4,16.82,18.98,7,4.25,6.9,25.98,5,lower,8.6847,5.4,19.08
15-Jul-11,6.7649,10.3,10.97,11,10,16.96,14.28,15.4,16.82,18.98,7,4.11,6.9,25.98,5,hold,8.6351,5.4,19.08
22-Jul-11,7.4867,10.95,10.53,11.13,10,16.96,14.28,15.4,16.82,18.98,7,4.36,6.9,25.98,5,hold,7.9133,5.4,19.08
29-Jul-11,7.593,10.96,10.86,11.53,10,16.96,14.28,15.4,16.82,18.98,7,3.47,6.9,25.98,5,hold,7.807,5.4,19.08
05-Aug-11,7.603,8.02,10.86,11.98,13.94,16.92,14.28,15.4,17,18.99,7,3.84,6.5,25.99,5,hold,7.797,1.46,19.49
12-Aug-11,7.7045,10.99,12.25,12.54,13.94,16.92,14.28,15.4,17,18.99,7,3.94,6.5,25.99,5,hold,7.6955,1.46,19.49
19-Aug-11,7.4588,10.72,13.04,13.01,13.94,16.92,14.28,15.4,17,18.99,7,4.55,6.5,25.99,5,hold,7.9412,1.46,19.49
26-Aug-11,7.386,10.05,12.98,13.93,13.94,16.92,14.28,15.4,17,18.99,7,5.31,6.5,25.99,5,hold,8.014,1.46,19.49
02-Sep-11,7.0785,10.97,13,13.91,14.24,15.87,14.28,15.4,17,18.99,7,6.01,6.5,25.99,5,hold,8.3215,1.16,19.49
09-Sep-11,7.7141,10.96,12.64,13.3,14.24,15.87,14.28,15.4,17,19.01,7,6.84,6.5,26.01,5,raise,7.6859,1.16,19.51
16-Sep-11,7.9143,10.6,12.59,13.05,14.24,15.87,14.28,15.4,17,19.01,7,8.41,6.5,26.01,5,hold,7.4857,1.16,19.51
23-Sep-11,7.9998,10.5,12.64,13.37,14.24,15.87,14.28,15.4,17,19,7,10.35,6.5,26,5,hold,7.4002,1.16,19.5
30-Sep-11,7.934,10.5,12.75,13.6,14.24,15.87,14.28,15.4,17,19,7,11.94,6.5,26,5,hold,7.466,1.16,19.5
07-Oct-11,7.9999,10.96,13.21,13.27,16.38,17.15,14.28,15.4,17,19,7,12.29,6.7,26,5,hold,7.4001,-0.98,19.3
14-Oct-11,8.2511,10.91,13.53,13.57,16.38,17.15,14.28,15.4,17,18.99,7,12.83,6.7,25.99,5,lower,7.1489,-0.98,19.29
21-Oct-11,8.6992,11.43,14.97,14.46,16.38,17.15,14.28,15.4,17,19,7,14.57,6.7,26,5,raise,6.7008,-0.98,19.3
28-Oct-11,9.2661,10.69,13.53,14.83,16.38,17.15,14.28,15.4,17,18.98,7,14.98,6.7,25.98,5,lower,6.1339,-0.98,19.28
04-Nov-11,9.8961,10.76,13.28,14.94,14.63,13.77,15.03,15.93,16.23,18.52,7,10.35,6.4,25.52,5,lower,6.0339,1.3,19.12
11-Nov-11,8.8994,10.76,14.08,15.03,14.63,13.77,15.03,15.93,16.23,18.68,7,6.46,6.4,25.68,5,raise,7.0306,1.3,19.28
18-Nov-11,7.3555,11.49,14.53,15.14,14.63,13.77,15.03,15.93,16.23,18.69,7,5.53,6.4,25.69,5,raise,8.5745,1.3,19.29
25-Nov-11,7.3452,11.98,14.99,15.94,14.63,13.77,15.03,15.93,16.23,18.64,7,5.69,6.4,25.64,5,lower,8.5848,1.3,19.24
02-Dec-11,7.1893,12.01,15.64,16.18,15.15,15.42,15.03,15.93,16.23,18.62,7,6.26,6,25.62,5,lower,8.7407,0.78,19.62
09-Dec-11,7.1051,11.38,13.31,13.5,15.15,15.42,15.03,15.93,16.23,16.63,7,6.4,6,23.63,5,raise,8.8249,0.78,17.63
16-Dec-11,7.0797,10.28,11.37,12.8,15.15,15.42,15.03,15.93,16.23,16.64,7,7.36,6,23.64,5,raise,8.8503,0.78,17.64
23-Dec-11,7.0001,9.59,10.76,12.57,15.15,15.42,15.03,15.93,16.23,16.63,7,10.23,6,23.63,5,lower,8.9299,0.78,17.63
30-Dec-11,7.1671,9.69,11.14,13.52,15.15,15.42,15.03,15.93,16.23,16.64,7,11.31,6,23.64,5,raise,8.7629,0.78,17.64
06-Jan-12,7.1398,10.03,11.43,14.1,13.04,14.2,15.03,15.93,16.23,16.25,7,7.26,6.4,23.25,5,lower,8.7902,2.89,16.85
13-Jan-12,7.1398,9.6,11.43,13.46,13.04,14.2,15.03,15.93,16.23,16.25,7,6.04,6.4,23.25,5,hold,8.7902,2.89,16.85
20-Jan-12,6.7907,9.55,11.43,13.46,13.04,14.2,15.03,15.93,16.23,16.25,7,5.48,6.4,23.25,5,hold,9.1393,2.89,16.85
27-Jan-12,6.7907,9.92,11.41,12.59,13.04,14.2,15.03,15.93,16.23,16.25,7,5.27,6.4,23.25,5,hold,9.1393,2.89,16.85
03-Feb-12,6.3911,9.53,11.29,12.98,12.06,13.57,14.64,16.32,16.7,16.25,7,5.05,6,23.25,5,hold,9.9289,4.26,17.25
10-Feb-12,6.3911,9.53,11.29,12.98,12.06,13.57,14.64,16.32,16.7,16.24,7,4.95,6,23.24,5,lower,9.9289,4.26,17.24
17-Feb-12,6.2659,9.58,9.53,10.99,12.06,13.57,14.64,16.32,16.7,16.24,7,4.89,6,23.24,5,hold,10.0541,4.26,17.24
24-Feb-12,6.2659,9.58,9.53,10.99,12.06,13.57,14.64,16.32,16.7,16.26,7,7.18,6,23.26,5,raise,10.0541,4.26,17.26
02-Mar-12,6.9747,9.37,8.98,10.19,13.06,13.9,14.64,16.32,16.7,16.26,7,7.18,6.4,23.26,5,hold,9.3453,3.26,16.86
09-Mar-12,6.9747,9.37,8.98,10.19,13.06,13.9,14.64,16.32,16.7,16.25,7,6.51,6.4,23.25,5,lower,9.3453,3.26,16.85
16-Mar-12,7.1443,9.62,9.9,9.14,13.06,13.9,14.64,16.32,16.7,16.25,7,6.52,6.4,23.25,5,hold,9.1757,3.26,16.85
23-Mar-12,7.1443,9.62,9.9,9.14,13.06,13.9,14.64,16.32,16.7,16.26,7,5.95,6.4,23.26,5,raise,9.1757,3.26,16.86
30-Mar-12,7.1497,9.94,10.52,9.97,13.06,13.9,14.64,16.32,16.7,16.26,7,6.24,6.4,23.26,5,hold,9.1703,3.26,16.86
06-Apr-12,7.1497,9.94,10.52,9.97,13.06,13.9,14.64,16.32,16.7,16.25,7,5.22,6.5,23.25,5,lower,9.1703,3.26,16.75
13-Apr-12,7.64,9.81,10.33,11.49,13.06,13.9,14.64,16.32,16.7,16.25,7,8.06,6.5,23.25,5,hold,8.68,3.26,16.75
20-Apr-12,7.64,9.81,10.33,11.49,13.06,13.9,14.64,16.32,16.7,15.87,7,8.48,6.5,22.87,5,lower,8.68,3.26,16.37
27-Apr-12,7.9934,10,10.72,11.5,13.06,13.9,14.64,16.32,16.7,15.85,7,8.38,6.5,22.85,5,lower,8.3266,3.26,16.35
04-May-12,7.9934,10,10.72,11.5,13.06,13.9,14.64,16.32,16.7,15.85,7,8.23,6.6,22.85,5,hold,8.3266,3.26,16.25
11-May-12,6.8087,10.23,10.55,12.02,13.06,13.9,14.64,16.32,16.7,12.22,7,7.77,6.6,19.22,5,lower,9.5113,3.26,12.62
18-May-12,6.8087,10.23,10.55,12.02,13.06,13.9,14.64,16.32,16.7,12.25,7,7.82,6.6,19.25,5,raise,9.5113,3.26,12.65
25-May-12,6.4956,10.49,11.67,11.99,13.06,13.9,14.64,16.32,16.7,12.25,7,7.43,6.6,19.25,5,hold,9.8244,3.26,12.65
01-Jun-12,6.4956,10.49,11.67,11.99,12.22,13.61,14.76,15.95,17,12.26,7,7.36,6.7,19.26,5,raise,9.4544,3.73,12.56
08-Jun-12,7.2134,9.97,11,11.97,12.22,13.61,14.76,15.95,17,12.28,7,7.2,6.7,19.28,5,raise,8.7366,3.73,12.58
15-Jun-12,7.2134,9.97,11,11.97,12.22,13.61,14.76,15.95,17,12.28,7,7.66,6.7,19.28,5,hold,8.7366,3.73,12.58
22-Jun-12,7.4997,9.31,10.37,11.34,12.22,13.61,14.76,15.95,17,12.27,7,8.64,6.7,19.27,5,lower,8.4503,3.73,12.57
29-Jun-12,7.4997,9.31,10.37,11.34,12.22,13.61,14.76,15.95,17,9.61,7,8.64,6.7,16.61,5,lower,8.4503,3.73,9.91
06-Jul-12,7.4807,10.49,10.61,11,12.22,13.61,14.76,15.95,17,9.61,7,9.79,6.2,16.61,5,hold,8.4693,3.73,10.41
13-Jul-12,7.4807,10.49,10.61,11,12.22,13.61,14.76,15.95,17,9.63,7,7.66,6.2,16.63,5,raise,8.4693,3.73,10.43
20-Jul-12,7.6894,10.57,10.7,11.94,12.22,13.61,14.76,15.95,17,9.62,7,9.63,6.2,16.62,5,lower,8.2606,3.73,10.42
27-Jul-12,7.6894,10.57,10.7,11.94,12.22,13.61,14.76,15.95,17,9.62,7,9.36,6.2,16.62,5,hold,8.2606,3.73,10.42
03-Aug-12,7.6843,11.4,11.99,12.44,12.22,13.61,14.76,15.95,17,9.62,7,8.75,6.4,16.62,5,hold,8.2657,3.73,10.22
10-Aug-12,7.6843,11.4,11.99,12.44,12.22,13.61,14.76,15.95,17,9.62,7,8.75,6.4,16.62,5,hold,8.2657,3.73,10.22
17-Aug-12,6.1981,11.93,11.91,12.55,12.22,13.61,14.76,15.95,17,9.61,7,8.75,6.4,16.61,5,lower,9.7519,3.73,10.21
24-Aug-12,6.1981,11.93,11.91,12.55,12.22,13.61,14.76,15.95,17,9.61,7,8.75,6.4,16.61,5,hold,9.7519,3.73,10.21
