Date,91_days,181_days,273_days,364_days,3_year,5_year,7_year,10_year,15_year,base_rate,lending_margin,interbank_rate,inflation,lending_rate,reserve,mpc,10_year_minus_91_days,10_year_minus_3_year,real_rate
02-Mar-18,9.9899,10,11.9,16.51,17.9,17.9,18.98,20,18.5,9.75,14.31,10.38,7.1,24.06,5,lower,10.0101,2.1,16.96
09-Mar-18,10,10.15,10,16,17.9,17.9,18.98,20,18.5,9.75,14.35,9.93,7.1,24.1,5,lower,10,2.1,17
16-Mar-18,10,10.15,10,16,17.9,17.9,18.98,20,18.5,9.75,14.34,10.4,7.1,24.09,5,lower,10,2.1,16.99
23-Mar-18,10,11,8.91,16.5,17.9,17.9,18.98,20,18.5,9.75,14.37,8.58,7.1,24.12,5,lower,10,2.1,17.02
30-Mar-18,10,11,8.91,16.5,17.9,17.9,18.98,20,18.5,9.75,14.41,8.58,7.1,24.16,5,lower,10,2.1,17.06
06-Apr-18,10.1998,10.95,8.91,17.48,17.9,17.9,18.98,20,18.5,9.75,14.15,8.94,7.4,23.9,5,lower,9.8002,2.1,16.5
13-Apr-18,10.1998,10.95,8.91,17.48,17.9,17.9,18.98,20,18.5,9.75,14.34,9.01,7.4,24.09,5,lower,9.8002,2.1,16.69
20-Apr-18,10,10.95,8,17.5,17.9,17.9,18.98,20,18.5,9.75,14.45,9.21,7.4,24.2,5,lower,10,2.1,16.8
27-Apr-18,10,10.95,8,17.5,17.9,17.9,18.98,19,18.5,9.75,14.41,9.42,7.4,24.16,5,lower,9,1.1,16.76
04-May-18,10,11.25,13,17.56,17.9,17.9,18.98,19,18.5,9.75,14.32,9.42,7.8,24.07,5,lower,9,1.1,16.27
11-May-18,10,11.25,13,17.56,17.9,17.9,18.98,19,18.5,9.75,14.28,9.42,7.8,24.03,5,lower,9,1.1,16.23
18-May-18,10,11.25,12.9,17.6,17.9,17.9,18.98,19,18.5,9.75,14.25,9.95,7.8,24,5,lower,9,1.1,16.2
25-May-18,10,11.25,12.9,17.6,17.9,17.9,18.98,19,18.5,9.75,13.79,9.95,7.8,23.54,5,lower,9,1.1,15.74
01-Jun-18,10,11.25,12.9,17.6,17.9,17.9,18.98,19,18.5,9.75,14.14,9.95,7.4,23.89,5,hold,9,1.1,16.49
08-Jun-18,10,13.01,12.9,17.7,17.9,17.9,18.98,19,18.5,9.75,13.88,9.95,7.4,23.63,5,hold,9,1.1,16.23
15-Jun-18,10,13.01,12.9,17.7,17.9,17.9,18.98,19,18.5,9.75,14.56,9.95,7.4,24.31,5,hold,9,1.1,16.91
22-Jun-18,10,13.01,12.9,17.7,17.9,17.9,18.98,19,18.5,9.75,14.67,9.9,7.4,24.42,5,hold,9,1.1,17.02
29-Jun-18,10,13.01,12.9,17.7,18.5,20,18.98,19.25,17.5,9.75,14.66,9.86,7.4,24.41,5,hold,9.25,0.75,17.01
06-Jul-18,10,13.01,12.9,17.7,18.5,20,18.98,19.25,17.5,9.75,14.59,9.87,7.8,24.34,5,hold,9.25,0.75,16.54
13-Jul-18,10,13.01,13.5,17.81,18.5,20,18.98,19.25,17.5,9.75,13.62,9.94,7.8,23.37,5,hold,9.25,0.75,15.57
20-Jul-18,10,13.01,13.5,17.81,18.5,20,18.98,19.25,17.5,9.75,13.79,9.94,7.8,23.54,5,hold,9.25,0.75,15.74
27-Jul-18,10,13.51,12,18.35,18.5,20,18.98,19.25,17.5,9.75,13.8,9.96,7.8,23.55,5,hold,9.25,0.75,15.75
03-Aug-18,10,13.51,13,18.35,18.5,20,18.98,19.25,17.5,9.75,13.68,9.96,8.1,23.43,5,hold,9.25,0.75,15.33
10-Aug-18,10,13.51,13,18.35,18.5,20,18.98,19.25,17.5,9.75,13.64,9.96,8.1,23.39,5,hold,9.25,0.75,15.29
17-Aug-18,12.5002,14,13,18.51,18.5,20,18.98,19.25,17.5,9.75,13.75,9.96,8.1,23.5,5,hold,6.7498,0.75,15.4
24-Aug-18,12.5002,14,13,18.51,18.4,20.4,18.98,20,17.5,9.75,13.7,9.96,8.1,23.45,5,hold,7.4998,1.6,15.35
31-Aug-18,14,14,13,18.51,18.4,20.4,18.98,20,17.5,9.75,13.77,9.96,8.1,23.52,5,hold,6,1.6,15.42
07-Sep-18,14,14,13,18.51,18.4,20.4,18.98,20,17.5,9.75,10.44,9.96,7.9,20.19,5,hold,6,1.6,12.29
14-Sep-18,14,15,18.5,19.06,18.4,20.4,18.98,20,17.5,9.75,13.86,9.96,7.9,23.61,5,hold,6,1.6,15.71
21-Sep-18,14,15,18.5,19.06,18.4,20.4,18.98,20,17.5,9.75,14.7,9.96,7.9,24.45,5,hold,6,1.6,16.55
28-Sep-18,14,15.5,18.51,20.5,18.4,20.4,18.98,20,17.5,9.75,13.94,9.96,7.9,23.69,5,hold,6,1.6,15.79
05-Oct-18,14,15.5,18.51,20.5,18.4,20.4,18.98,20,17.5,9.75,13.99,9.96,8.3,23.74,5,hold,6,1.6,15.44
12-Oct-18,14.4998,15.5,18.51,20.5,18.4,20.4,18.98,20,17.5,9.75,14.89,9.96,8.3,24.64,5,hold,5.5002,1.6,16.34
19-Oct-18,14.4998,15.5,18.51,20.5,20,20.4,18.5,19.5,17.5,9.75,14.78,9.54,8.3,24.53,5,hold,5.0002,-0.5,16.23
26-Oct-18,14.4998,15,19.5,21.5,20,20.4,18.5,19.5,17.5,9.75,14.86,9.63,8.3,24.61,5,hold,5.0002,-0.5,16.31
02-Nov-18,14.4998,15,19.5,21.5,20,20.4,18.5,19.5,17.5,9.75,14.78,9.81,7.8,24.53,5,hold,5.0002,-0.5,16.73
09-Nov-18,14.4998,15,20.5,22.5,20,20.4,18.5,19.5,17.5,9.75,14.74,9.81,7.8,24.49,5,hold,5.0002,-0.5,16.69
16-Nov-18,14.4998,15,20.5,22.5,20,20.4,18.5,19.5,17.5,9.75,14.04,9.81,7.8,23.79,5,hold,5.0002,-0.5,15.99
23-Nov-18,14.4998,15,20.5,22.5,20,20.4,18.5,19.5,17.5,9.75,13.93,9.81,7.8,23.68,5,hold,5.0002,-0.5,15.88
30-Nov-18,14.4998,15,20.5,22.5,20,20.4,18.5,19.5,17.5,9.75,13.6,9.84,7.8,23.35,5,hold,5.0002,-0.5,15.55
07-Dec-18,14.9999,15,21.5,23.06,20,20.4,18.5,19.5,17.5,9.75,13.6,9.84,7.9,23.35,5,hold,4.5001,-0.5,15.45
14-Dec-18,14.9999,15,21.5,23.06,20,20.4,18.5,19.5,17.5,9.75,13.84,9.85,7.9,23.59,5,hold,4.5001,-0.5,15.69
21-Dec-18,14.9999,14,20.99,23.16,20,20.4,18.5,23.5,17,9.75,13.92,9.81,7.9,23.67,5,hold,8.5001,3.5,15.77
28-Dec-18,14.9999,14,20.99,23.16,20,20.4,18.5,23.5,17,9.75,13.88,9.87,7.9,23.63,5,hold,8.5001,3.5,15.73
04-Jan-19,14.9999,14.5,21,23.2,20,20.4,18.5,23.5,17,9.75,13.96,9.87,7.9,23.71,5,hold,8.5001,3.5,15.81
11-Jan-19,14.9999,14.5,21,23.2,20,20.4,18.5,23.5,17,9.75,13.91,9.87,7.9,23.66,5,hold,8.5001,3.5,15.76
18-Jan-19,14.9999,15,21,23,20,20.4,18.5,23.5,17,9.75,14.62,9.87,7.9,24.37,5,hold,8.5001,3.5,16.47
25-Jan-19,14.9999,15,21,23,20,20.4,18.5,23.5,17,9.75,14.64,9.87,7.9,24.39,5,hold,8.5001,3.5,16.49
01-Feb-19,14.9999,15,21,23.13,20,20.4,18.5,23.5,17,9.75,14.82,9.9,7.8,24.57,5,hold,8.5001,3.5,16.77
08-Feb-19,14.9999,15,21,23.13,20,20.4,18.5,23.5,17,9.75,15.07,9.9,7.8,24.82,5,hold,8.5001,3.5,17.02
15-Feb-19,14.9999,15,23,24,20,20.4,18.5,23.5,17,9.75,14.78,9.97,7.8,24.53,5,hold,8.5001,3.5,16.73
22-Feb-19,14.9999,15,23,24,24.5,25.5,23.98,25.85,17,9.75,14.77,9.92,7.8,24.52,5,hold,10.8501,1.35,16.72
01-Mar-19,15.25,15,23,23.5,24.5,25.5,23.98,25.85,17,9.75,14.82,9.91,7.5,24.57,5,hold,10.6,1.35,17.07
08-Mar-19,15.25,15,23,23.5,24.5,25.5,23.98,25.85,17,9.75,14.76,9.91,7.5,24.51,5,hold,10.6,1.35,17.01
15-Mar-19,15.25,15,23,23.5,24.5,25.5,23.98,25.85,17,9.75,14.85,9.91,7.5,24.6,5,hold,10.6,1.35,17.1
22-Mar-19,15.25,15,23,23.5,24.5,25.5,23.98,25.85,17,9.75,14.89,9.91,7.5,24.64,5,hold,10.6,1.35,17.14
29-Mar-19,15.25,15,23,23.57,24.5,25.5,23.98,25.85,17,9.75,14.86,9.91,7.5,24.61,5,hold,10.6,1.35,17.11
05-Apr-19,15.25,15,23,23.57,24.5,25.5,23.98,25.85,17,9.75,14.76,9.91,7.7,24.51,5,hold,10.6,1.35,16.81
12-Apr-19,15.9999,15,23,23.56,24.5,25.5,23.98,25.85,17,9.75,14.91,9.91,7.7,24.66,5,hold,9.8501,1.35,16.96
19-Apr-19,15.9999,15,23,23.56,24.5,25.5,23.98,25.85,17,9.75,14.76,9.91,7.7,24.51,5,hold,9.8501,1.35,16.81
26-Apr-19,15.9999,15,23,24,29.75,30.5,25.58,27,19,9.75,14.91,9.91,7.7,24.66,5,hold,11.0001,-2.75,16.96
03-May-19,15.9999,15,23,24,29.75,30.5,25.58,27,19,9.75,14.91,9.9,8.1,24.66,5,hold,11.0001,-2.75,16.56
10-May-19,15.9999,16,23.5,24.06,29.75,30.5,25.58,27,19,9.75,14.88,9.9,8.1,24.63,5,hold,11.0001,-2.75,16.53
17-May-19,15.9999,16,23.5,24.06,29.75,30.5,25.58,27,19,9.75,15.01,9.91,8.1,24.76,5,hold,11.0001,-2.75,16.66
24-May-19,15.9999,16,24.25,25,29.75,30.5,25.58,27,19,10.25,15.21,9.91,8.1,25.46,5,raise,11.0001,-2.75,17.36
31-May-19,15.9999,16,23.5,24.06,29.75,30.5,25.58,27,19,10.25,15.29,9.91,8.1,25.04,5,raise,11.0001,-2.75,16.94
07-Jun-19,16.495,16.5,25.25,26.25,29.75,30.5,25.58,27,19,10.25,14.93,10.19,8.6,25.18,5,raise,10.505,-2.75,16.58
14-Jun-19,16.495,16.5,25.25,26.25,29.75,30.5,25.58,27,19,10.25,14.66,10.23,8.6,24.91,5,raise,10.505,-2.75,16.31
21-Jun-19,16.5002,16.5,25.25,26.25,29.75,30.5,25.58,27,19,10.25,14.97,10.31,8.6,25.22,5,raise,10.4998,-2.75,16.62
28-Jun-19,16.5002,16.5,25.25,26.25,29.75,30.5,25.58,27,19,10.25,15.91,10.3,8.6,26.16,5,raise,10.4998,-2.75,17.56
05-Jul-19,16.5002,16.5,25.25,26.5,29.75,30.5,25.58,27,19,10.25,14.96,9.91,8.8,25.21,5,raise,10.4998,-2.75,16.41
12-Jul-19,16.5002,16.5,25.25,26.5,29.75,30.5,25.58,27,19,10.25,15.13,10.31,8.8,25.38,5,raise,10.4998,-2.75,16.58
19-Jul-19,16.5002,16.5,25.25,26.5,29.75,30.5,25.58,27,19,10.25,15.14,10.31,8.8,25.39,5,raise,10.4998,-2.75,16.59
26-Jul-19,16.5002,16.5,25.25,26.5,29.75,30.5,25.58,27,19,10.25,15.06,10.49,8.8,25.31,5,raise,10.4998,-2.75,16.51
02-Aug-19,16.5002,16,25.25,26.5,29.75,30.5,25.58,27,19,10.25,15.18,10.38,9.3,25.43,5,raise,10.4998,-2.75,16.13
09-Aug-19,16.5002,16,25.25,26.5,29.75,30.5,25.58,27,19,10.25,15.68,10.4,9.3,25.93,5,raise,10.4998,-2.75,16.63
16-Aug-19,16.5002,16,25.25,26.5,29.75,30.5,25.58,27,19,10.25,15.81,10.63,9.3,26.06,5,raise,10.4998,-2.75,16.76
23-Aug-19,16.5002,16,25.25,26.5,29.75,30.5,25.58,27,19,10.25,15.71,11.05,9.3,25.96,5,raise,10.4998,-2.75,16.66
30-Aug-19,16.5001,16,26,26.75,29.75,32,25,28,20,10.25,15.57,10.82,9.3,25.82,5,raise,11.4999,-1.75,16.52
06-Sep-19,16.5001,16,26,26.75,29.75,32,25,28,20,10.25,15.61,11.25,10.5,25.86,5,hold,11.4999,-1.75,15.36
13-Sep-19,16.5002,19,26,27.5,29.75,32,25,28,20,10.25,15.76,11.23,10.5,26.01,5,hold,11.4998,-1.75,15.51
20-Sep-19,16.5002,19,26,27.5,29.75,32,25,28,20,10.25,16,11.06,10.5,26.25,5,hold,11.4998,-1.75,15.75
27-Sep-19,16.5002,19,26,27.5,29.75,32,25,28,20,10.25,16.09,11.29,10.5,26.34,5,hold,11.4998,-1.75,15.84
04-Oct-19,16.5002,19,26,27.5,29.75,32,25,28,20,10.25,16.1,10.72,10.7,26.35,5,hold,11.4998,-1.75,15.65
11-Oct-19,16.5002,19,26.5,27.5,29.75,32,25,28,20,10.25,16.35,10.47,10.7,26.6,5,hold,11.4998,-1.75,15.9
18-Oct-19,16.5002,19,26.5,27.5,29.75,32,25,28,20,10.25,16.58,10.43,10.7,26.83,5,hold,11.4998,-1.75,16.13
25-Oct-19,16.5002,19,26.5,27.5,28.75,32.5,25,27,21,10.25,16.58,10.8,10.7,26.83,5,hold,10.4998,-1.75,16.13
01-Nov-19,16.5002,19,26.5,27.5,28.75,32.5,25,27,21,10.25,16.76,10.67,10.8,27.01,5,hold,10.4998,-1.75,16.21
08-Nov-19,16.5002,19.15,26.5,27.5,28.75,32.5,25,27,21,10.25,16.75,10.7,10.8,27,5,hold,10.4998,-1.75,16.2
15-Nov-19,16.5002,19.15,26.5,27.5,28.75,32.5,25,27,21,10.25,16.73,10.97,10.8,26.98,5,hold,10.4998,-1.75,16.18
22-Nov-19,16.5002,19.15,27,27.5,28.75,32.5,25,27,21,10.25,16.68,12.34,10.8,26.93,5,hold,10.4998,-1.75,16.13
29-Nov-19,16.5002,19.15,27,27.5,29.75,33,25,27,28,11.5,16.65,10.7,10.8,28.15,5,raise,10.4998,-2.75,17.35
06-Dec-19,16.5002,19.15,27,27.5,29.75,33,25,27,28,11.5,16.37,10.7,11.7,27.87,5,raise,10.4998,-2.75,16.17
13-Dec-19,16.5002,19.15,27,27.5,29.75,33,25,27,28,11.5,16.52,10.7,11.7,28.02,5,raise,10.4998,-2.75,16.32
20-Dec-19,16.5002,19,27,27.5,29.75,33,25,27,28,11.5,16.67,10.7,11.7,28.17,5,raise,10.4998,-2.75,16.47
27-Dec-19,16.5002,19,27,27.5,29.75,33,25,27,28,11.5,16.53,10.7,11.7,28.03,9,raise,10.4998,-2.75,16.33
03-Jan-20,16.5002,19.25,27,27.5,29.75,33,25,27,28,11.5,16.54,10.7,12.5,28.04,9,raise,10.4998,-2.75,15.54
10-Jan-20,16.5002,19.25,27,27.5,29.75,33,25,27,28,11.5,16.6,10.7,12.5,28.1,9,raise,10.4998,-2.75,15.6
17-Jan-20,16.5002,19.25,27,27.5,29.75,33,25,27,28,11.5,16.88,10.7,12.5,28.38,9,raise,10.4998,-2.75,15.88
24-Jan-20,16.5002,19.25,27,27.5,29.75,33,25,27,28,11.5,16.8,10.7,12.5,28.3,9,raise,10.4998,-2.75,15.8
31-Jan-20,16.5002,19.25,27,27.5,29.75,33,25,27,30,11.5,16.84,10.7,12.5,28.34,9,raise,10.4998,-2.75,15.84
07-Feb-20,16.5002,19.25,27,27.5,29.75,33,25,27,30,11.5,16.82,10.7,13.9,28.32,9,raise,10.4998,-2.75,14.42
14-Feb-20,16.5002,19.25,27,28,29.75,33,25,27,30,11.5,16.78,10.7,13.9,28.28,9,raise,10.4998,-2.75,14.38
21-Feb-20,16.5002,19.25,27,28,29.75,33,25,27,30,11.5,16.89,12.53,13.9,28.39,9,raise,10.4998,-2.75,14.49
28-Feb-20,16.5002,19.25,27,28.24,29.75,33,25,27,30,11.5,16.9,12.54,13.9,28.4,9,raise,10.4998,-2.75,14.5
06-Mar-20,16.5002,19.25,27,28.24,29.75,33,25,27,30,11.5,16.88,12.54,14,28.38,9,raise,10.4998,-2.75,14.38
13-Mar-20,16.5002,20.95,27,29,29.75,33,25,23.5,30,11.5,17.05,12.54,14,28.55,9,raise,6.9998,-6.25,14.55
20-Mar-20,16.5002,20.95,27,29,29.75,33,25,23.5,31,11.5,17.06,12.54,14,28.56,9,raise,6.9998,-6.25,14.56
27-Mar-20,16.5002,20.95,27,29,29.75,33,25,23.5,31,11.5,18.01,12.54,14,29.51,9,raise,6.9998,-6.25,15.51
03-Apr-20,16.5002,20.95,27,29,29.75,33,25,23.5,31,11.5,16.87,12.54,15.7,28.37,9,raise,6.9998,-6.25,12.67
10-Apr-20,16.5002,21.25,27,29.25,29.75,33,25,23.5,31,11.5,16.98,12.54,15.7,28.48,9,raise,6.9998,-6.25,12.78
17-Apr-20,16.5002,21.25,27,29.25,29.75,33,25,23.5,32.5,11.5,17.05,12.54,15.7,28.55,9,raise,6.9998,-6.25,12.85
24-Apr-20,16.5002,21.25,27,29.25,29.75,33,25,23.5,32.5,11.5,16.61,12.54,15.7,28.11,9,raise,6.9998,-6.25,12.41
30-Apr-20,16.5002,21.25,27,29.25,29.75,33,25,23.5,32.5,11.5,16.11,12.54,15.7,27.61,9,raise,6.9998,-6.25,11.91
08-May-20,16.5002,21.25,27,29.25,29.75,33,25,23.5,32.5,11.5,17.14,12.54,16.6,28.64,9,raise,6.9998,-6.25,12.04
15-May-20,16.5002,21.25,27,29.25,29.75,33,25,23.5,32.5,9.25,16.94,12.54,16.6,28.44,9,lower,6.9998,-6.25,11.84
22-May-20,16.5002,21.25,27,29.25,32,33,25,23.5,32.5,9.25,16.88,12.54,16.6,28.38,9,lower,6.9998,-8.5,11.78
29-May-20,17.4999,21.25,27,29,32,33,25,23.5,32.5,9.25,17.05,12.54,16.6,26.3,9,lower,6.0001,-8.5,9.7
05-Jun-20,17.4999,21.25,27,29,32,33,25,23.5,32.5,9.25,17.55,12.54,15.9,26.8,9,lower,6.0001,-8.5,10.9
12-Jun-20,16.9999,21.25,27,29,32,33,25,23.5,32.5,9.25,17.5,12.54,15.9,26.75,9,lower,6.5001,-8.5,10.85
19-Jun-20,16.9999,21.25,27,29,32.7,33,25,31.5,32.5,9.25,16.79,12.54,15.9,26.04,9,lower,14.5001,-1.2,10.14
26-Jun-20,16.0173,21.25,27,28.75,32.7,33,25,31.5,32.5,9.25,16.69,12.54,15.9,25.94,9,lower,15.4827,-1.2,10.04
03-Jul-20,16.0173,21.25,27,28.75,32.7,33,25,31.5,32.5,9.25,16.54,8.98,15.8,25.79,9,lower,15.4827,-1.2,9.99
10-Jul-20,14.9999,21,26.67,28,32.7,33,25,31.5,32.5,9.25,16.72,9,15.8,25.97,9,lower,16.5001,-1.2,10.17
17-Jul-20,14.9999,21,26.67,28,32.7,33,25,31.5,32.5,9.25,16.38,9,15.8,25.63,9,lower,16.5001,-1.2,9.83
24-Jul-20,14.5003,20,26,26.5,32.7,33,25,31.5,32.5,9.25,16.64,9,15.8,25.89,9,lower,16.9997,-1.2,10.09
31-Jul-20,14.5003,20,26,26.5,32.7,33,25,31.5,32.5,9.25,16.64,8.99,15.8,25.89,9,lower,16.9997,-1.2,10.09
07-Aug-20,14.5003,18.5,24,26,32.7,33,25,31.5,32.5,9.25,17.59,8.61,15.5,26.84,9,lower,16.9997,-1.2,11.34
14-Aug-20,14.5003,18.5,24,26,32.7,33,25,31.5,32.5,9.25,17.62,8.56,15.5,26.87,9,lower,16.9997,-1.2,11.37
21-Aug-20,14,17.5,22,25.48,32.7,33,25,31.5,32.5,8,17.56,8.34,15.5,25.56,9,lower,17.5,-1.2,10.06
28-Aug-20,14,17.5,22,25.48,32.7,33,25,31.5,32.5,8,17.74,8.24,15.5,25.74,9,lower,17.5,-1.2,10.24
04-Sep-20,14,17.5,21.5,25.41,32.7,33,25,31.5,32.5,8,17.77,8.24,15.7,25.77,9,lower,17.5,-1.2,10.07
11-Sep-20,14,17.5,21.5,25.41,32.7,33,25,33,33,8,17.78,8.25,15.7,25.78,9,lower,19,0.3,10.08
18-Sep-20,14,17,20,24.5,32.7,33,25,33,33,8,17.63,8.28,15.7,25.63,9,lower,19,0.3,9.93
25-Sep-20,14,17,20,24.5,32.7,33,25,33,33,8,17.69,8.21,15.7,25.69,9,lower,19,0.3,9.99
02-Oct-20,14,16.5,19.65,24.5,32.7,33,25,33,33,8,17.71,8.21,16,25.71,9,lower,19,0.3,9.71
09-Oct-20,14,16.5,19.65,24.5,32.7,33,25,33,33,8,17.78,8.25,16,25.78,9,lower,19,0.3,9.78
16-Oct-20,14,16.5,19.65,24.5,32.7,33,25,33,33,8,17.31,8,16,25.31,9,lower,19,0.3,9.31
23-Oct-20,14,16.5,19.65,24.5,32.7,33,25,33,33.5,8,16.55,7.94,16,24.55,9,lower,19,0.3,8.55
30-Oct-20,14,16,19.65,24.5,32.7,33,25,33,33.5,8,17.26,7.92,16,25.26,9,lower,19,0.3,9.26
06-Nov-20,14,16,19.65,24.5,32.7,33,25,33,33.5,8,16.31,8,17.4,24.31,9,hold,19,0.3,6.91
13-Nov-20,14,16,19.65,24.52,32.7,33,25,33,33.5,8,17.07,7.97,17.4,25.07,9,hold,19,0.3,7.67
20-Nov-20,14,16,19.65,24.52,32.7,33,25,33,33.5,8,17.28,8.02,17.4,25.28,9,hold,19,0.3,7.88
27-Nov-20,14,16,19.65,24.55,32.7,33,25,33,33.5,8,16.82,8.17,17.4,24.82,9,hold,19,0.3,7.42
04-Dec-20,14,16,19.65,24.55,32.7,33,25,33,33.5,8,16.22,8.17,19.2,24.22,9,hold,19,0.3,5.02
11-Dec-20,14,16,19.65,24.52,32.7,33,25,33,33.5,8,17.43,8.11,19.2,25.43,9,hold,19,0.3,6.23
18-Dec-20,14,16,19.65,24.52,32.7,33,25,33,33.5,8,17.54,8.11,19.2,25.54,9,hold,19,0.3,6.34
24-Dec-20,14,16,19.65,24.52,32.7,33,25,33,33.5,8,17.44,8.13,19.2,25.44,9,hold,19,0.3,6.24
31-Dec-20,14,16,19.65,24.52,32.7,33,25,33,33.5,8,16.8,8.17,19.2,24.8,9,hold,19,0.3,5.6
08-Jan-21,14,16,19.65,24.52,32.7,33,25,33,33.5,8,17.05,8.17,21.5,25.05,9,hold,19,0.3,3.55
15-Jan-21,14,16,19.65,24.52,32.7,33,25,33,33.5,8,17.55,8.32,21.5,25.55,9,hold,19,0.3,4.05
